                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14                                       15                                       16                                       17                                       18                                       19                                       20                                       21                                       22                                       23                                       24                                       25                                       26                                       27                                       28                                       29                                       30                                       31                                       32                                       33                                       34                                       35                                       36                                       37                                       38                                       39                                       40                                       41                                       42                                       43                                       44                                       45                                       46                                       47                                       48                                       49                                       50                                       51                                       52 
                            model_number                                num_zones                             initial_mass                                initial_z                                 star_age                                time_step                                     Teff                            photosphere_L                            photosphere_r                               center_eta                                center_h1                               center_he3                               center_he4                               center_c12                               center_n14                               center_o16                              center_ne20                                star_mass                                star_mdot                             star_mass_h1                            star_mass_he3                            star_mass_he4                            star_mass_c12                            star_mass_n14                            star_mass_o16                           star_mass_ne20                             he_core_mass                              c_core_mass                              o_core_mass                             si_core_mass                             fe_core_mass                   neutron_rich_core_mass                               tau10_mass                             tau10_radius                              tau100_mass                            tau100_radius                             dynamic_time                             kh_timescale                            nuc_timescale                           power_nuc_burn                             power_h_burn                            power_he_burn                                power_neu                                burn_min1                                burn_min2                             time_seconds                           version_number                                 compiler                                    build                         MESA_SDK_version                             math_backend                                     date 
                                    1900                                     1645                  8.0000000000000000E+000                  1.0000000000000000E-002                  3.5543372190645970E+007                  3.0151313603390536E+003                  4.1949553158863764E+003                  6.9009634284759713E+003                  1.5727270103587199E+002                 -1.8942852911325134E+000                  3.4556793756619005E-036                  0.0000000000000000E+000                  3.1096125236052931E-003                  4.2678153907158412E-001                  0.0000000000000000E+000                  5.5798669777111698E-001                  9.8051861613388230E-003                  8.0000000000000000E+000                  0.0000000000000000E+000                  4.4784652684658370E+000                  1.9662351943568090E-004                  2.9105483516050015E+000                  2.3766209203528918E-001                  1.7342805956625656E-002                  3.2556812435232679E-001                  1.2965403541304646E-002                  1.7197147804346673E+000                  5.3574860998621932E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  7.9997692438716062E+000                  1.5669399543165591E+002                  7.9997236127065090E+000                  1.5658975279586022E+002                  6.9789820476032738E+006                  1.3886660269010049E+003                  1.1592584257132838E+007                  6.6216462121132245E+003                  4.2403564083567735E+003                  5.7829331160003835E+002                  2.9693119423235805E+002                  5.0000000000000000E+001                  1.0000000000000000E+003                  1.1216635222435292E+015                                  "15140"                               "gfortran"                                  "9.2.0"                    "x86_64-linux-20.3.1"                                 "CRMATH"                               "20241208" 

                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9 
                                    zone                                     mass                                     logR                                     logT                                   logRho                                     logP                        x_mass_fraction_H                       y_mass_fraction_He                   z_mass_fraction_metals 
                                       1                  8.0000000000000000E+000                  2.1966533455198496E+000                  3.6227273401251665E+000                 -8.3282379869940151E+000                  3.1120780610624736E+000                  7.2999999999999998E-001                  2.6000000000000006E-001                  1.0000000000000009E-002 
                                       2                  7.9999999999959996E+000                  2.1966533454751649E+000                  3.6227273440330028E+000                 -8.3282379596444560E+000                  3.1120780923157287E+000                  7.3000000000000009E-001                  2.6000000000000001E-001                  9.9999999999998979E-003 
                                       3                  7.9999999999841060E+000                  2.1966533453423023E+000                  3.6227273567938556E+000                 -8.3282378703357942E+000                  3.1120781943717315E+000                  7.2999999999999998E-001                  2.6000000000000006E-001                  1.0000000000000009E-002 
                                       4                  7.9999999999440998E+000                  2.1966533448953913E+000                  3.6227273811227567E+000                 -8.3282377000665821E+000                  3.1120783889440835E+000                  7.3000000000000009E-001                  2.6000000000000006E-001                  9.9999999999997868E-003 
                                       5                  7.9999999998851576E+000                  2.1966533442369500E+000                  3.6227274101075304E+000                 -8.3282374972127524E+000                  3.1120786207519946E+000                  7.3000000000000009E-001                  2.6000000000000006E-001                  9.9999999999997868E-003 
                                       6                  7.9999999998262146E+000                  2.1966533435785056E+000                  3.6227274575077772E+000                 -8.3282371654761018E+000                  3.1120789998386997E+000                  7.3000000000000009E-001                  2.6000000000000001E-001                  9.9999999999998979E-003 
                                       7                  7.9999999996923759E+000                  2.1966533420833816E+000                  3.6227275233235225E+000                 -8.3282367048570318E+000                  3.1120795262038246E+000                  7.3000000000000009E-001                  2.6000000000000001E-001                  9.9999999999998979E-003 
                                       8                  7.9999999995585362E+000                  2.1966533405882589E+000                  3.6227276113258267E+000                 -8.3282360889640863E+000                  3.1120802300058901E+000                  7.3000000000000009E-001                  2.5999999999999995E-001                  1.0000000000000009E-002 
                                       9                  7.9999999993344604E+000                  2.1966533380851270E+000                  3.6227277215147486E+000                 -8.3282353177981747E+000                  3.1120811112440498E+000                  7.3000000000000009E-001                  2.5999999999999990E-001                  1.0000000000000009E-002 
                                      10                  7.9999999991103863E+000                  2.1966533355819999E+000                  3.6227278848882838E+000                 -8.3282341744197392E+000                  3.1120824178230349E+000                  7.2999999999999998E-001                  2.6000000000000001E-001                  1.0000000000000009E-002 
                                      11                  7.9999999986700043E+000                  2.1966533306625333E+000                  3.6227281014466990E+000                 -8.3282326588328406E+000                  3.1120841497390557E+000                  7.2999999999999998E-001                  2.6000000000000001E-001                  1.0000000000000009E-002 
                                      12                  7.9999999982296224E+000                  2.1966533257430840E+000                  3.6227284133710840E+000                 -8.3282304758415666E+000                  3.1120866443244632E+000                  7.3000000000000020E-001                  2.5999999999999990E-001                  9.9999999999998979E-003 
