                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14                                       15                                       16                                       17                                       18                                       19                                       20                                       21                                       22                                       23                                       24                                       25                                       26                                       27                                       28                                       29                                       30                                       31                                       32                                       33                                       34                                       35                                       36                                       37                                       38                                       39                                       40                                       41                                       42                                       43                                       44                                       45                                       46                                       47                                       48                                       49                                       50                                       51                                       52 
                            model_number                                num_zones                             initial_mass                                initial_z                                 star_age                                time_step                                     Teff                            photosphere_L                            photosphere_r                               center_eta                                center_h1                               center_he3                               center_he4                               center_c12                               center_n14                               center_o16                              center_ne20                                star_mass                                star_mdot                             star_mass_h1                            star_mass_he3                            star_mass_he4                            star_mass_c12                            star_mass_n14                            star_mass_o16                           star_mass_ne20                             he_core_mass                              c_core_mass                              o_core_mass                             si_core_mass                             fe_core_mass                   neutron_rich_core_mass                               tau10_mass                             tau10_radius                              tau100_mass                            tau100_radius                             dynamic_time                             kh_timescale                            nuc_timescale                           power_nuc_burn                             power_h_burn                            power_he_burn                                power_neu                                burn_min1                                burn_min2                             time_seconds                           version_number                                 compiler                                    build                         MESA_SDK_version                             math_backend                                     date 
                                    1780                                     1513                  8.0000000000000000E+000                  1.0000000000000000E-002                  3.3206490936561648E+007                  1.7698856787308669E+004                  4.3070923935577257E+003                  5.3330959107255330E+003                  1.3115186831298865E+002                 -2.1686577719970668E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  5.8461431342436365E-001                  3.6994944945558905E-001                  3.9654110123066462E-006                  3.3321707310081099E-002                  1.0071953483659773E-002                  8.0000000000000000E+000                  0.0000000000000000E+000                  4.5569748805307269E+000                  1.9667834202454279E-004                  3.1693204642362138E+000                  1.8316399602724723E-001                  1.8210581969312339E-002                  4.3175486348660128E-002                  1.2649025228478487E-002                  1.5236590642562258E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  7.9998760230793309E+000                  1.3076146757361784E+002                  7.9998497400304478E+000                  1.3068503888715429E+002                  5.3146391866488885E+006                  2.1548001961078535E+003                  1.5000667780811863E+007                  5.3151598080489384E+003                  3.9383777575763356E+003                  1.2132121186126890E+003                  2.6855832935906113E+002                  5.0000000000000000E+001                  1.0000000000000000E+003                  1.0479171583796379E+015                                  "15140"                               "gfortran"                                  "9.2.0"                    "x86_64-linux-20.3.1"                                 "CRMATH"                               "20241208" 

                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9 
                                    zone                                     mass                                     logR                                     logT                                   logRho                                     logP                        x_mass_fraction_H                       y_mass_fraction_He                   z_mass_fraction_metals 
                                       1                  8.0000000000000000E+000                  2.1177744816762165E+000                  3.6341841898059863E+000                 -8.2563921155059852E+000                  3.1953750487908277E+000                  7.2999999999999998E-001                  2.6000000000000001E-001                  1.0000000000000009E-002 
                                       2                  7.9999999999959996E+000                  2.1177744816109136E+000                  3.6341841964762649E+000                 -8.2563920688215120E+000                  3.1953751021382875E+000                  7.2999999999999998E-001                  2.5999999999999990E-001                  1.0000000000000120E-002 
                                       3                  7.9999999999841060E+000                  2.1177744814167365E+000                  3.6341842127869723E+000                 -8.2563919546648883E+000                  3.1953752325877871E+000                  7.2999999999999987E-001                  2.6000000000000001E-001                  1.0000000000000120E-002 
                                       4                  7.9999999999571365E+000                  2.1177744809764079E+000                  3.6341842354252969E+000                 -8.2563917962221538E+000                  3.1953754136441002E+000                  7.2999999999999987E-001                  2.6000000000000001E-001                  1.0000000000000120E-002 
                                       5                  7.9999999999301652E+000                  2.1177744805360819E+000                  3.6341842654292846E+000                 -8.2563915862282293E+000                  3.1953756536092097E+000                  7.2999999999999998E-001                  2.6000000000000001E-001                  1.0000000000000009E-002 
                                       6                  7.9999999998856435E+000                  2.1177744798092228E+000                  3.6341843027989444E+000                 -8.2563913246832232E+000                  3.1953759524830239E+000                  7.2999999999999998E-001                  2.6000000000000001E-001                  1.0000000000000009E-002 
                                       7                  7.9999999998411218E+000                  2.1177744790823638E+000                  3.6341843648222150E+000                 -8.2563908905916321E+000                  3.1953764485300824E+000                  7.3000000000000009E-001                  2.5999999999999984E-001                  1.0000000000000009E-002 
                                       8                  7.9999999997378568E+000                  2.1177744773964586E+000                  3.6341844514991459E+000                 -8.2563902839541754E+000                  3.1953771417497170E+000                  7.3000000000000009E-001                  2.5999999999999984E-001                  1.0000000000000009E-002 
                                       9                  7.9999999996345919E+000                  2.1177744757105548E+000                  3.6341845630892782E+000                 -8.2563895029555407E+000                  3.1953780342164970E+000                  7.2999999999999998E-001                  2.6000000000000001E-001                  1.0000000000000009E-002 
                                      10                  7.9999999994719655E+000                  2.1177744730555146E+000                  3.6341846995927010E+000                 -8.2563885475970373E+000                  3.1953791259292053E+000                  7.2999999999999998E-001                  2.6000000000000001E-001                  1.0000000000000009E-002 
