                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14                                       15                                       16                                       17                                       18                                       19                                       20                                       21                                       22                                       23                                       24                                       25                                       26                                       27                                       28                                       29                                       30                                       31                                       32                                       33                                       34                                       35                                       36                                       37                                       38                                       39                                       40                                       41                                       42                                       43                                       44                                       45                                       46                                       47                                       48                                       49                                       50                                       51                                       52 
                            model_number                                num_zones                             initial_mass                                initial_z                                 star_age                                time_step                                     Teff                            photosphere_L                            photosphere_r                               center_eta                                center_h1                               center_he3                               center_he4                               center_c12                               center_n14                               center_o16                              center_ne20                                star_mass                                star_mdot                             star_mass_h1                            star_mass_he3                            star_mass_he4                            star_mass_c12                            star_mass_n14                            star_mass_o16                           star_mass_ne20                             he_core_mass                              c_core_mass                              o_core_mass                             si_core_mass                             fe_core_mass                   neutron_rich_core_mass                               tau10_mass                             tau10_radius                              tau100_mass                            tau100_radius                             dynamic_time                             kh_timescale                            nuc_timescale                           power_nuc_burn                             power_h_burn                            power_he_burn                                power_neu                                burn_min1                                burn_min2                             time_seconds                           version_number                                 compiler                                    build                         MESA_SDK_version                             math_backend                                     date 
                                     130                                      595                  2.9999999999999999E-001                  2.0000000000000000E-002                  4.9379642773302448E+003                  1.4647518952205039E+002                  3.6195740446613372E+003                  7.1621696023108532E+000                  6.8055077168067708E+000                 -5.3006697316534757E+000                  7.0000000000000018E-001                  2.9797635251138543E-005                  2.7997020236474890E-001                  3.4468833607861449E-003                  1.0103427409336066E-003                  9.3805276451495410E-003                  2.0850244238750366E-003                  2.9999999999999999E-001                  0.0000000000000000E+000                  2.0999999999999996E-001                  8.9392905753415613E-006                  8.3991060709424650E-002                  1.0340650082358439E-003                  3.0310282228008200E-004                  2.8141582935448648E-003                  6.2550732716251114E-004                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  2.9999984649552525E-001                  6.7802093322607462E+000                  2.9999974990171613E-001                  6.7675665278291435E+000                  3.2440476536433428E+005                  4.3482878487488320E+004                  4.1886748940321922E+008                  5.4687786428624486E-019                  5.4687786428624486E-019                  0.0000000000000000E+000                  2.1878888504261180E-020                  5.0000000000000000E+001                  1.0000000000000000E+003                  1.5583030147827695E+011                                  "15140"                               "gfortran"                                  "9.2.0"                    "x86_64-linux-20.3.1"                                 "CRMATH"                               "20241208" 

                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9 
                                    zone                                     mass                                     logR                                     logT                                   logRho                                     logP                        x_mass_fraction_H                       y_mass_fraction_He                   z_mass_fraction_metals 
                                       1                  2.9999999999999999E-001                  8.3286053077114297E-001                  3.5586575735888997E+000                 -7.3826520909221633E+000                  3.9744188061502745E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002 
                                       2                  2.9999999999970001E-001                  8.3286052608294381E-001                  3.5586578172348227E+000                 -7.3826504072388461E+000                  3.9744207552637580E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002 
                                       3                  2.9999999999932503E-001                  8.3286052022271662E-001                  3.5586580879535443E+000                 -7.3826485364909802E+000                  3.9744229209352557E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002 
                                       4                  2.9999999999895000E-001                  8.3286051436251241E-001                  3.5586584940330956E+000                 -7.3826457303909931E+000                  3.9744261694224372E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002 
                                       5                  2.9999999999819998E-001                  8.3286050264218436E-001                  3.5586593061982019E+000                 -7.3826401182703574E+000                  3.9744326663246010E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002 
                                       6                  2.9999999999670002E-001                  8.3286047920182460E-001                  3.5586612012775332E+000                 -7.3826270237295137E+000                  3.9744478253883075E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002 
                                       7                  2.9999999999294996E-001                  8.3286042060268095E-001                  3.5586639086384064E+000                 -7.3826083182731663E+000                  3.9744694802874507E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002 
                                       8                  2.9999999998920002E-001                  8.3286036200603375E-001                  3.5586679698266335E+000                 -7.3825802622703467E+000                  3.9745019606292749E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002 
                                       9                  2.9999999998170002E-001                  8.3286024482023946E-001                  3.5586760928035295E+000                 -7.3825241581953183E+000                  3.9745669140964379E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002 
                                      10                  2.9999999996670002E-001                  8.3286001047864378E-001                  3.5586882791277565E+000                 -7.3824400222930775E+000                  3.9746643262963532E+000                  7.0000000000000018E-001                  2.8000000000000003E-001                  1.9999999999999796E-002 
                                      11                  2.9999999994794996E-001                  8.3285971760786059E-001                  3.5587018220656264E+000                 -7.3823465663486614E+000                  3.9747725367460531E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002 
                                      12                  2.9999999992920001E-001                  8.3285942479950115E-001                  3.5587221401510725E+000                 -7.3822064369059790E+000                  3.9749348023209192E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002 
                                      13                  2.9999999989170001E-001                  8.3285883936992944E-001                  3.5587627913680175E+000                 -7.3819263759209903E+000                  3.9752591534500339E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002 
                                      14                  2.9999999981670000E-001                  8.3285766925849314E-001                  3.5588441540983262E+000                 -7.3813670443967059E+000                  3.9759071368684906E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002 
                                      15                  2.9999999966669999E-001                  8.3285533201936102E-001                  3.5589782144497470E+000                 -7.3804491576653461E+000                  3.9769711138468709E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002 
                                      16                  2.9999999944653311E-001                  8.3285190864314895E-001                  3.5591380478426746E+000                 -7.3793610545247788E+000                  3.9782334271486581E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002 
                                      17                  2.9999999922636622E-001                  8.3284849375264214E-001                  3.5593601201577951E+000                 -7.3778590879120696E+000                  3.9799774849955987E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002 
