                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14                                       15                                       16                                       17                                       18                                       19                                       20                                       21                                       22                                       23                                       24                                       25                                       26                                       27                                       28                                       29                                       30                                       31                                       32                                       33                                       34                                       35                                       36                                       37                                       38                                       39                                       40                                       41                                       42                                       43                                       44                                       45                                       46                                       47                                       48                                       49                                       50                                       51                                       52 
                            model_number                                num_zones                             initial_mass                                initial_z                                 star_age                                time_step                                     Teff                            photosphere_L                            photosphere_r                               center_eta                                center_h1                               center_he3                               center_he4                               center_c12                               center_n14                               center_o16                              center_ne20                                star_mass                                star_mdot                             star_mass_h1                            star_mass_he3                            star_mass_he4                            star_mass_c12                            star_mass_n14                            star_mass_o16                           star_mass_ne20                             he_core_mass                              c_core_mass                              o_core_mass                             si_core_mass                             fe_core_mass                   neutron_rich_core_mass                               tau10_mass                             tau10_radius                              tau100_mass                            tau100_radius                             dynamic_time                             kh_timescale                            nuc_timescale                           power_nuc_burn                             power_h_burn                            power_he_burn                                power_neu                                burn_min1                                burn_min2                             time_seconds                           version_number                                 compiler                                    build                         MESA_SDK_version                             math_backend                                     date 
                                    1270                                     1604                  8.0000000000000000E+000                  1.0000000000000000E-003                  3.0419362109441087E+007                  8.2504965992915152E+002                  1.4236344043131623E+004                  7.6773868213400274E+003                  1.4403330381790385E+001                 -1.1018930209444573E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9901176021606986E-001                  3.3080335879544489E-005                  6.3412061852029104E-004                  1.2703438524740934E-005                  1.0447429954268227E-004                  8.0000000000000000E+000                  0.0000000000000000E+000                  4.7647271709670447E+000                  1.7678330377978840E-004                  3.2271042585136223E+000                  5.4673100412632836E-004                  2.4050655366238179E-003                  2.5750895644642154E-003                  8.3401237864752194E-004                  1.1005377790814548E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  7.9999999713266332E+000                  1.4298347717209055E+001                  7.9999997747895053E+000                  1.4156810207370766E+001                  1.9342225705203024E+005                  1.3629644763520526E+004                  1.0420212223465461E+007                  8.4674422878687874E+003                  8.4669782933015013E+003                  4.5788878696092306E-001                  5.7618193406017690E+002                  5.0000000000000000E+001                  1.0000000000000000E+003                  9.5996206170489800E+014                                  "15140"                               "gfortran"                                  "9.2.0"                    "x86_64-linux-20.3.1"                                 "CRMATH"                               "20241208" 

                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9 
                                    zone                                     mass                                     logR                                     logT                                   logRho                                     logP                        x_mass_fraction_H                       y_mass_fraction_He                   z_mass_fraction_metals 
                                       1                  8.0000000000000000E+000                  1.1584629225955749E+000                  4.1534493254035922E+000                 -9.7888189901563418E+000                  2.6104124536035713E+000                  7.5700000000000012E-001                  2.4200000000000005E-001                  9.9999999999988987E-004 
                                       2                  7.9999999999959996E+000                  1.1584612426040866E+000                  4.1536096226989239E+000                 -9.7877180141180808E+000                  2.6115303728567012E+000                  7.5700000000000012E-001                  2.4200000000000005E-001                  9.9999999999988987E-004 
                                       3                  7.9999999999873852E+000                  1.1584576337130652E+000                  4.1538407712808150E+000                 -9.7861351306794582E+000                  2.6131392608789743E+000                  7.5700000000000012E-001                  2.4200000000000005E-001                  9.9999999999988987E-004 
                                       4                  7.9999999999777884E+000                  1.1584536278812907E+000                  4.1541754979151468E+000                 -9.7838535041327024E+000                  2.6154619954869358E+000                  7.5700000000000012E-001                  2.4200000000000005E-001                  9.9999999999988987E-004 
                                       5                  7.9999999999609761E+000                  1.1584466463572107E+000                  4.1547229451951413E+000                 -9.7801475640799396E+000                  2.6192435974398429E+000                  7.5700000000000023E-001                  2.4200000000000005E-001                  9.9999999999966782E-004 
                                       6                  7.9999999999344915E+000                  1.1584357414675539E+000                  4.1558849576641421E+000                 -9.7723897551676782E+000                  2.6271970344897202E+000                  7.5700000000000001E-001                  2.4199999999999999E-001                  1.0000000000000009E-003 
                                       7                  7.9999999998686855E+000                  1.1584091213244168E+000                  4.1577816968278620E+000                 -9.7600001866661703E+000                  2.6399953713126649E+000                  7.5700000000000012E-001                  2.4200000000000008E-001                  9.9999999999977884E-004 
                                       8                  7.9999999997824247E+000                  1.1583752016525992E+000                  4.1595894368282575E+000                 -9.7484776830526307E+000                  2.6520007830919492E+000                  7.5700000000000001E-001                  2.4199999999999999E-001                  1.0000000000000009E-003 
                                       9                  7.9999999997219531E+000                  1.1583520409389221E+000                  4.1616170666865395E+000                 -9.7359120362649119E+000                  2.6652201914315468E+000                  7.5700000000000012E-001                  2.4200000000000008E-001                  9.9999999999977884E-004 
                                      10                  7.9999999996161275E+000                  1.1583126570901199E+000                  4.1646770263560171E+000                 -9.7175407955843660E+000                  2.6847639628482862E+000                  7.5700000000000012E-001                  2.4200000000000008E-001                  9.9999999999977884E-004 
                                      11                  7.9999999994667270E+000                  1.1582593422290175E+000                  4.1681613544500404E+000                 -9.6973642368731845E+000                  2.7065060171146409E+000                  7.5700000000000012E-001                  2.4200000000000005E-001                  9.9999999999988987E-004 
                                      12                  7.9999999993185122E+000                  1.1582088334433864E+000                  4.1712098078287987E+000                 -9.6802956086489917E+000                  2.7251202596650335E+000                  7.5700000000000012E-001                  2.4200000000000008E-001                  9.9999999999977884E-004 
                                      13                  7.9999999991999404E+000                  1.1581699716943827E+000                  4.1732026818137653E+000                 -9.6693981775341413E+000                  2.7371050244424144E+000                  7.5700000000000012E-001                  2.4200000000000005E-001                  9.9999999999988987E-004 
                                      14                  7.9999999991406545E+000                  1.1581510185339388E+000                  4.1751463142314877E+000                 -9.6590142858928996E+000                  2.7486164407435059E+000                  7.5700000000000012E-001                  2.4200000000000008E-001                  9.9999999999977884E-004 
                                      15                  7.9999999990244541E+000                  1.1581147410913186E+000                  4.1776455943286201E+000                 -9.6458806756834559E+000                  2.7632627153261713E+000                  7.5700000000000012E-001                  2.4200000000000008E-001                  9.9999999999977884E-004 
                                      16                  7.9999999989106252E+000                  1.1580802541754465E+000                  4.1800711425698491E+000                 -9.6333889975822373E+000                  2.7772917777541122E+000                  7.5700000000000012E-001                  2.4200000000000005E-001                  9.9999999999988987E-004 
                                      17                  7.9999999987967962E+000                  1.1580467372104821E+000                  4.1830422167828187E+000                 -9.6184355807490789E+000                  2.7942190108074563E+000                  7.5700000000000012E-001                  2.4200000000000005E-001                  9.9999999999988987E-004 
                                      18                  7.9999999986260528E+000                  1.1579981495840819E+000                  4.1859317154803160E+000                 -9.6041158072924731E+000                  2.8105183147086588E+000                  7.5700000000000012E-001                  2.4200000000000005E-001                  9.9999999999988987E-004 
                                      19                  7.9999999985122239E+000                  1.1579667997996950E+000                  4.1881976876050286E+000                 -9.5931059921252899E+000                  2.8231347536095224E+000                  7.5700000000000012E-001                  2.4200000000000008E-001                  9.9999999999977884E-004 
                                      20                  7.9999999983983949E+000                  1.1579362282379542E+000                  4.1904206820794121E+000                 -9.5824547254749461E+000                  2.8353984070982552E+000                  7.5700000000000012E-001                  2.4200000000000005E-001                  9.9999999999988987E-004 
