                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14                                       15                                       16                                       17                                       18                                       19                                       20                                       21                                       22                                       23                                       24                                       25                                       26                                       27                                       28                                       29                                       30                                       31                                       32                                       33                                       34                                       35                                       36                                       37                                       38                                       39                                       40                                       41                                       42                                       43                                       44                                       45                                       46                                       47                                       48                                       49                                       50                                       51                                       52 
                            model_number                                num_zones                             initial_mass                                initial_z                                 star_age                                time_step                                     Teff                            photosphere_L                            photosphere_r                               center_eta                                center_h1                               center_he3                               center_he4                               center_c12                               center_n14                               center_o16                              center_ne20                                star_mass                                star_mdot                             star_mass_h1                            star_mass_he3                            star_mass_he4                            star_mass_c12                            star_mass_n14                            star_mass_o16                           star_mass_ne20                             he_core_mass                              c_core_mass                              o_core_mass                             si_core_mass                             fe_core_mass                   neutron_rich_core_mass                               tau10_mass                             tau10_radius                              tau100_mass                            tau100_radius                             dynamic_time                             kh_timescale                            nuc_timescale                           power_nuc_burn                             power_h_burn                            power_he_burn                                power_neu                                burn_min1                                burn_min2                             time_seconds                           version_number                                 compiler                                    build                         MESA_SDK_version                             math_backend                                     date 
                                     650                                      728                  1.0000000000000000E+000                  2.0000000000000000E-002                  8.5454101017169636E+006                  1.5122443291197825E+005                  4.2802843150505814E+003                  4.6139864498280780E-001                  1.2352250284246209E+000                 -2.9506718042766904E+000                  6.9999961050780168E-001                  3.0187126981952159E-005                  2.7997020236511316E-001                  3.4468833601665142E-003                  1.0103427416564522E-003                  9.3805276451495462E-003                  2.0850244238750375E-003                  1.0000000000000000E+000                  0.0000000000000000E+000                  6.9999995958444383E-001                  2.9838050794656975E-005                  2.7997020236475884E-001                  3.4468833607710033E-003                  1.0103427409512099E-003                  9.3805276451495393E-003                  2.0850244238750371E-003                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999999947531237E-001                  1.2348798441007305E+000                  9.9999999901021941E-001                  1.2346842118484820E+000                  1.3739666163399230E+004                  4.1319828529025011E+007                  2.1673232266151562E+010                  6.1424289142787984E-004                  6.1424289142787962E-004                  2.8394152906698728E-071                  2.4598253254331047E-005                  5.0000000000000000E+001                  1.0000000000000000E+003                  2.6967263382594325E+014                                  "15140"                               "gfortran"                                  "9.2.0"                    "x86_64-linux-20.3.1"                                 "CRMATH"                               "20241207" 

                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14 
                                    zone                                     mass                                     logR                                     logT                                   logRho                                     logP                        x_mass_fraction_H                       y_mass_fraction_He                   z_mass_fraction_metals                                    logxq                                    grada                          grada_sub_gradT                   brunt_N2_dimensionless                      conv_vel_div_csound 
                                       1                  1.0000000000000000E+000                  9.1746082859358910E-002                  3.6316114861924600E+000                 -6.5541781605812606E+000                  4.8772230947025808E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002                 -9.8999999999999986E+001                  2.7381491782052181E-001                  1.4865428566525690E-001                  3.1749907754655720E+002                  0.0000000000000000E+000 
                                       2                  9.9999999999899991E-001                  9.1745694928040772E-002                  3.6320985449736751E+000                 -6.5508225493533399E+000                  4.8810885618396860E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002                 -1.2000000000000000E+001                  2.7442487489699613E-001                  1.4819589534763586E-001                  3.1635257538527298E+002                  0.0000000000000000E+000 
                                       3                  9.9999999999650002E-001                  9.1744732559840808E-002                  3.6328031870137449E+000                 -6.5460978759602675E+000                  4.8865516984816004E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002                 -1.1455931955649724E+001                  2.7532486488873220E-001                  1.4589197535588119E-001                  3.1059961240111738E+002                  0.0000000000000000E+000 
                                       4                  9.9999999999400002E-001                  9.1743780598169081E-002                  3.6338728522070758E+000                 -6.5391520824240299E+000                  4.8946197406401639E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002                 -1.1221848749616356E+001                  2.7671917036131999E-001                  1.4356159083237477E-001                  3.0480248851960880E+002                  0.0000000000000000E+000 
                                       5                  9.9999999998900002E-001                  9.1741906864317380E-002                  3.6364290714113325E+000                 -6.5235763971999354E+000                  4.9128822895002768E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002                 -1.0958607314841775E+001                  2.8017068526369548E-001                  1.3880060361905117E-001                  2.9304086276297477E+002                  0.0000000000000000E+000 
                                       6                  9.9999999997650002E-001                  9.1737387453546357E-002                  3.6393449017573389E+000                 -6.5079003255777668E+000                  4.9316337014737437E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002                 -1.0628932137728263E+001                  2.8435411971269953E-001                  1.2649292464296544E-001                  2.6308619024676216E+002                  0.0000000000000000E+000 
                                       7                  9.9999999997025002E-001                  9.1735207808385302E-002                  3.6413441033098155E+000                 -6.4979446290109699E+000                  4.9436996788426146E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002                 -1.0526513029935431E+001                  2.8728473214302569E-001                  1.2011990931374092E-001                  2.4785380637398677E+002                  0.0000000000000000E+000 
                                       8                  9.9999999996400013E-001                  9.1733077528995621E-002                  3.6444268629709922E+000                 -6.4837063583913315E+000                  4.9611928016796920E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002                 -1.0443697499232712E+001                  2.9186943852242742E-001                  1.1353862309191040E-001                  2.3236786081551176E+002                  0.0000000000000000E+000 
                                       9                  9.9999999995150002E-001                  9.1728954297949208E-002                  3.6487739459090451E+000                 -6.4660165301740689E+000                  4.9834729297955560E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002                 -1.0314258261397736E+001                  2.9846478325851183E-001                  1.0001562929033073E-001                  2.0123710754025674E+002                  0.0000000000000000E+000 
