                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14                                       15                                       16                                       17                                       18                                       19                                       20                                       21                                       22                                       23                                       24                                       25                                       26                                       27                                       28                                       29                                       30                                       31                                       32                                       33                                       34                                       35                                       36                                       37                                       38                                       39                                       40                                       41                                       42                                       43                                       44                                       45                                       46                                       47                                       48                                       49                                       50                                       51                                       52 
                            model_number                                num_zones                             initial_mass                                initial_z                                 star_age                                time_step                                     Teff                            photosphere_L                            photosphere_r                               center_eta                                center_h1                               center_he3                               center_he4                               center_c12                               center_n14                               center_o16                              center_ne20                                star_mass                                star_mdot                             star_mass_h1                            star_mass_he3                            star_mass_he4                            star_mass_c12                            star_mass_n14                            star_mass_o16                           star_mass_ne20                             he_core_mass                              c_core_mass                              o_core_mass                             si_core_mass                             fe_core_mass                   neutron_rich_core_mass                               tau10_mass                             tau10_radius                              tau100_mass                            tau100_radius                             dynamic_time                             kh_timescale                            nuc_timescale                           power_nuc_burn                             power_h_burn                            power_he_burn                                power_neu                                burn_min1                                burn_min2                             time_seconds                           version_number                                 compiler                                    build                         MESA_SDK_version                             math_backend                                     date 
                                     250                                      603                  1.0000000000000000E+000                  2.0000000000000000E-002                  1.5140411206530362E+004                  2.4155603390811655E+002                  4.2486278356297380E+003                  3.1127268635933042E+001                  1.0297369279145508E+001                 -6.6005527058787683E+000                  6.9999999999999996E-001                  2.9797635251138469E-005                  2.7997020236474895E-001                  3.4468833607861353E-003                  1.0103427409336068E-003                  9.3805276451495428E-003                  2.0850244238750366E-003                  1.0000000000000000E+000                  0.0000000000000000E+000                  7.0000000000000029E-001                  2.9797635251138486E-005                  2.7997020236474895E-001                  3.4468833607861340E-003                  1.0103427409336072E-003                  9.3805276451495445E-003                  2.0850244238750379E-003                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999979630677482E-001                  1.0274065161994734E+001                  9.9999970897389445E-001                  1.0266481489241968E+001                  3.3070936057894421E+005                  7.3470603459016696E+004                  3.2126172446933198E+008                  2.0268885703402632E-014                  2.0268885703402632E-014                  0.0000000000000000E+000                  8.1089272532181033E-016                  5.0000000000000000E+001                  1.0000000000000000E+003                  4.7779504069120251E+011                                  "15140"                               "gfortran"                                  "9.2.0"                    "x86_64-linux-20.3.1"                                 "CRMATH"                               "20241207" 

                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14 
                                    zone                                     mass                                     logR                                     logT                                   logRho                                     logP                        x_mass_fraction_H                       y_mass_fraction_He                   z_mass_fraction_metals                                    logxq                                    grada                          grada_sub_gradT                   brunt_N2_dimensionless                      conv_vel_div_csound 
                                       1                  1.0000000000000000E+000                  1.0127262874741829E+000                  3.6282490474576070E+000                 -7.6495958958650121E+000                  3.7822509353315041E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002                 -9.8999999999999986E+001                  3.8010594153873234E-001                  2.5509705037857788E-001                  5.8993271783132244E+001                  0.0000000000000000E+000 
                                       2                  9.9999999999899991E-001                  1.0127262791329277E+000                  3.6282502980870563E+000                 -7.6495871475414923E+000                  3.7822609394994271E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002                 -1.2000000000000000E+001                  3.8010630408018037E-001                  2.5509574372894683E-001                  5.8992922007839695E+001                  0.0000000000000000E+000 
                                       3                  9.9999999999650002E-001                  1.0127262582802070E+000                  3.6282520847439792E+000                 -7.6495746503776232E+000                  3.7822752307708893E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002                 -1.1455931955649724E+001                  3.8010682202345569E-001                  2.5508921041429244E-001                  5.8991161790147927E+001                  0.0000000000000000E+000 
                                       4                  9.9999999999400002E-001                  1.0127262374280868E+000                  3.6282547647900918E+000                 -7.6495559055713658E+000                  3.7822966668004541E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002                 -1.1221848749616356E+001                  3.8010759897676083E-001                  2.5508267696435905E-001                  5.8989401547935088E+001                  0.0000000000000000E+000 
                                       5                  9.9999999998900002E-001                  1.0127261957256328E+000                  3.6282610185144066E+000                 -7.6495121720740640E+000                  3.7823466801077505E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002                 -1.0958607314841775E+001                  3.8010941204689336E-001                  2.5506960960660052E-001                  5.8985880979225236E+001                  0.0000000000000000E+000 
                                       6                  9.9999999997650002E-001                  1.0127260914799436E+000                  3.6282699534918437E+000                 -7.6494497066742122E+000                  3.7824181177686484E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002                 -1.0628932137728263E+001                  3.8011200281949020E-001                  2.5503693897572721E-001                  5.8977079155462995E+001                  0.0000000000000000E+000 
                                       7                  9.9999999996400013E-001                  1.0127259872491730E+000                  3.6282833574759557E+000                 -7.6493560320473444E+000                  3.7825252523347679E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002                 -1.0443697499232712E+001                  3.8011588993599055E-001                  2.5500426496484813E-001                  5.8968276719423663E+001                  0.0000000000000000E+000 
                                       8                  9.9999999993899991E-001                  1.0127257788323656E+000                  3.6283101716534056E+000                 -7.6491687679611458E+000                  3.7827394426247043E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002                 -1.0214670164989233E+001                  3.8012366805569603E-001                  2.5493890604834368E-001                  5.8950669855659150E+001                  0.0000000000000000E+000 
                                       9                  9.9999999988900001E-001                  1.0127253621775480E+000                  3.6283504121645671E+000                 -7.6488880881189125E+000                  3.7830605313524774E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002                 -9.9546770212133424E+000                  3.8013534715049579E-001                  2.5480814901054255E-001                  5.8915449068398459E+001                  0.0000000000000000E+000 
