                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14                                       15                                       16                                       17                                       18                                       19                                       20                                       21                                       22                                       23                                       24                                       25                                       26                                       27                                       28                                       29                                       30                                       31                                       32                                       33                                       34                                       35                                       36                                       37                                       38                                       39                                       40                                       41                                       42                                       43                                       44                                       45                                       46                                       47                                       48                                       49                                       50                                       51                                       52 
                            model_number                                num_zones                             initial_mass                                initial_z                                 star_age                                time_step                                     Teff                            photosphere_L                            photosphere_r                               center_eta                                center_h1                               center_he3                               center_he4                               center_c12                               center_n14                               center_o16                              center_ne20                                star_mass                                star_mdot                             star_mass_h1                            star_mass_he3                            star_mass_he4                            star_mass_c12                            star_mass_n14                            star_mass_o16                           star_mass_ne20                             he_core_mass                              c_core_mass                              o_core_mass                             si_core_mass                             fe_core_mass                   neutron_rich_core_mass                               tau10_mass                             tau10_radius                              tau100_mass                            tau100_radius                             dynamic_time                             kh_timescale                            nuc_timescale                           power_nuc_burn                             power_h_burn                            power_he_burn                                power_neu                                burn_min1                                burn_min2                             time_seconds                           version_number                                 compiler                                    build                         MESA_SDK_version                             math_backend                                     date 
                                     750                                      796                  1.0000000000000000E+000                  2.0000000000000000E-002                  3.3761493490667641E+007                  2.7931293622086471E+005                  5.6959629386616743E+003                  8.9054955799735480E-001                  9.6905381885344932E-001                 -1.7268033996237748E+000                  6.9972454546757457E-001                  8.8046869560702432E-005                  2.8016128288113951E-001                  3.2901293825891246E-003                  1.1932285513163634E-003                  9.3805205946890131E-003                  2.0850244238750358E-003                  1.0000000000000000E+000                  0.0000000000000000E+000                  6.9994870969304457E-001                  5.8921602995625356E-005                  2.7998980469650464E-001                  3.4314988092927759E-003                  1.0282919755647726E-003                  9.3805269694669045E-003                  2.0850244238750358E-003                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999999990383936E-001                  9.6885702211038016E-001                  9.9999999983018928E-001                  9.6874418152975328E-001                  9.5472633543486245E+003                  2.7288201822107811E+007                  1.1229021350016439E+010                  6.9845736489884991E-001                  6.9845736489885013E-001                  3.5495782115142237E-048                  1.9884441251353101E-002                  5.0000000000000000E+001                  1.0000000000000000E+003                  1.0654317069810931E+015                                  "15140"                               "gfortran"                                  "9.2.0"                    "x86_64-linux-20.3.1"                                 "CRMATH"                               "20241207" 

                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14 
                                    zone                                     mass                                     logR                                     logT                                   logRho                                     logP                        x_mass_fraction_H                       y_mass_fraction_He                   z_mass_fraction_metals                                    logxq                                    grada                          grada_sub_gradT                   brunt_N2_dimensionless                      conv_vel_div_csound 
                                       1                  1.0000000000000000E+000                 -1.3652102637554951E-002                  3.7560145425048170E+000                 -6.7677350576588626E+000                  4.7921291016006142E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002                 -9.8999999999999986E+001                  3.9007669803726058E-001                  2.6455840592185631E-001                  4.8053574544160745E+002                  0.0000000000000000E+000 
                                       2                  9.9999999999899991E-001                 -1.3653416372293515E-002                  3.7575894840684110E+000                 -6.7570192650365568E+000                  4.8044223168039206E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002                 -1.2000000000000000E+001                  3.8987874336386202E-001                  2.6257508317965117E-001                  4.7644903625149141E+002                  0.0000000000000000E+000 
                                       3                  9.9999999999650002E-001                 -1.3656620712925350E-002                  3.7599213194597088E+000                 -6.7423756437699094E+000                  4.8214020409492822E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002                 -1.1455931955649724E+001                  3.8956998083337507E-001                  2.5237661738899569E-001                  4.5556435398337646E+002                  0.0000000000000000E+000 
                                       4                  9.9999999999400002E-001                 -1.3659718877683929E-002                  3.7635405845921142E+000                 -6.7217157230413855E+000                  4.8456889385666555E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002                 -1.1221848749616356E+001                  3.8904991228126645E-001                  2.4152089580024061E-001                  4.3362322881279147E+002                  0.0000000000000000E+000 
                                       5                  9.9999999998900002E-001                 -1.3665627525360678E-002                  3.7677648283632110E+000                 -6.7010863192777634E+000                  4.8705534179792567E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002                 -1.0958607314841775E+001                  3.8836760498211442E-001                  2.1776373124103571E-001                  3.8653741676876524E+002                  0.0000000000000000E+000 
                                       6                  9.9999999998587508E-001                 -1.3669149229384862E-002                  3.7711622971020100E+000                 -6.6862905605784988E+000                  4.8887564557525778E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002                 -1.0850011543508524E+001                  3.8775312744330442E-001                  2.0139104084263268E-001                  3.5478320493624011E+002                  0.0000000000000000E+000 
                                       7                  9.9999999998275013E-001                 -1.3672553056418823E-002                  3.7764979140946462E+000                 -6.6656933148355453E+000                  4.9147065745540743E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002                 -1.0763210900590707E+001                  3.8665689352027355E-001                  1.8334843174024812E-001                  3.2046260791238154E+002                  0.0000000000000000E+000 
                                       8                  9.9999999997650013E-001                 -1.3679045603052732E-002                  3.7824086568357274E+000                 -6.6471382266319150E+000                  4.9391945756250584E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002                 -1.0628932137728263E+001                  3.8522691015730987E-001                  1.4255357186825215E-001                  2.4497104221536341E+002                  0.0000000000000000E+000 
                                       9                  9.9999999997337519E-001                 -1.3682156204705660E-002                  3.7865435104995000E+000                 -6.6356994160423000E+000                  4.9547854083572442E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002                 -1.0574710383553205E+001                  3.8408358319737301E-001                  1.1941819645723489E-001                  2.0335421333841833E+002                  0.0000000000000000E+000 
